SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,16-01851092,03/19/2016,Front,,Open,,Vacant,false,false,10236,S,YALE,AVE,60628,1176421.40021235,1837064.55717607,9,5,49,41.708253807793454,-87.6295417722596,"(41.708253807793454, -87.6295417722596)"
Vacant/Abandoned Building,16-01864216,03/19/2016,Front,,Open,WINDOWS,Vacant,false,true,4506,W,IRVING PARK,RD,60641,1145380.43007838,1926198.94771459,45,17,16,41.95349128228154,-87.74096623375239,"(41.95349128228154, -87.74096623375239)"
Vacant/Abandoned Building,16-01879228,03/20/2016,Rear,,Open,REAR,Vacant,true,false,341,W,109TH,PL,60628,1175995.15891705,1832311.43002052,34,5,49,41.69522008766597,-87.63124458739094,"(41.69522008766597, -87.63124458739094)"
Vacant/Abandoned Building,16-01879477,03/20/2016,Front,,Open,SIDE WINDOW IS OPEN,Vacant,false,true,1436,W,50TH,ST,60609,1167483.72991718,1871588.36328853,20,9,61,41.803187639289504,-87.6612844680815,"(41.803187639289504, -87.6612844680815)"
Vacant/Abandoned Building,16-01874343,03/20/2016,Front,,Boarded,FRONT OF CHURCH,Vacant,false,false,5700,S,BLACKSTONE,AVE,60637,1186887.66898005,1867492.53700611,5,2,41,41.79151001726383,-87.59025171911948,"(41.79151001726383, -87.59025171911948)"
Vacant/Abandoned Building,16-01870445,03/20/2016,Front,,Boarded,,Vacant,false,false,8837,S,THROOP,ST,60620,1169211.65999894,1846025.60997251,21,22,71,41.733002948581884,-87.65568596909819,"(41.733002948581884, -87.65568596909819)"
Vacant/Abandoned Building,16-01881147,03/20/2016,Front,,Open,FRONT,Vacant,false,true,5715,S,MAY,ST,60621,1169627.51297031,1866896.67872522,16,7,68,41.79026686424438,-87.65355828270243,"(41.79026686424438, -87.65355828270243)"
Vacant/Abandoned Building,16-01882779,03/20/2016,Front,,Open,FRONT DOOR,Vacant,false,true,6124,S,HONORE,ST,60636,1165068.42927351,1864063.19783224,15,7,67,41.782589137265546,-87.67035535735747,"(41.782589137265546, -87.67035535735747)"
Vacant/Abandoned Building,16-01895830,03/20/2016,Front,,Boarded,"SIDE DOOR IS OPEN,",Vacant,false,true,3546,W,62ND,PL,60629,1153847.6711329,1862949.42567695,23,8,66,41.779762821542384,-87.71152382974702,"(41.779762821542384, -87.71152382974702)"
Vacant/Abandoned Building,16-01896340,03/20/2016,Front,,Open,FRONT AND REAR WITH BROKEN WINDOWS,Vacant,false,false,12113,S,WALLACE,ST,60628,1174493.80721529,1824570.15672199,34,5,53,41.674010274371575,-87.63697060223222,"(41.674010274371575, -87.63697060223222)"
Vacant/Abandoned Building,16-01888960,03/20/2016,Front,,Open,FRONT DOOR,Vacant,false,true,12033,S,WENTWORTH,AVE,60628,1177109.42196729,1825016.07009289,9,5,53,41.67517552594688,-87.6273838080318,"(41.67517552594688, -87.6273838080318)"
Vacant/Abandoned Building,16-01882200,03/20/2016,Front,,Open,,Vacant,false,false,10545,S,STATE,ST,60628,1178117.71090537,1835024.51000346,9,5,49,41.70261742304934,-87.6233914003239,"(41.70261742304934, -87.6233914003239)"
Vacant/Abandoned Building,16-01907073,03/21/2016,Front,,Open,THE FRONT BACK AND SIDE,Vacant,true,true,339,W,109TH,PL,60628,1176006.75891705,1832311.73002052,34,5,49,41.69522065143191,-87.63120210727071,"(41.69522065143191, -87.63120210727071)"
Vacant/Abandoned Building,16-01902551,03/21/2016,Front,,Open,,Vacant,false,false,4559,W,DIVISION,ST,60651,1145643.67000814,1907597.38758033,37,11,23,41.90244182689534,-87.74047134368539,"(41.90244182689534, -87.74047134368539)"
Vacant/Abandoned Building,16-01913844,03/21/2016,Garage,,Boarded,BACK,Vacant,false,false,2129,W,71ST,PL,60636,1163437.9299667,1857227.48997934,17,7,67,41.763865365595464,-87.6765246676235,"(41.763865365595464, -87.6765246676235)"
Vacant/Abandoned Building,16-01901370,03/21/2016,Garage,,Open,,Vacant,false,false,5118,S,EMERALD,AVE,60609,1172173.18993204,1870928.54311155,20,9,61,41.80127511963439,-87.64410546028485,"(41.80127511963439, -87.64410546028485)"
Vacant/Abandoned Building,16-01901432,03/21/2016,Front,,Open,,Vacant,false,false,5220,S,SANGAMON,ST,60609,1170863.61007381,1870210.91612206,20,9,61,41.79933458885916,-87.64892910417134,"(41.79933458885916, -87.64892910417134)"
Vacant/Abandoned Building,16-01901251,03/21/2016,Front,,Open,,Vacant,false,true,820,S,KARLOV,AVE,60624,1149179.17238568,1896027.98090437,24,11,26,41.87062633018306,-87.72778463800002,"(41.87062633018306, -87.72778463800002)"
Vacant/Abandoned Building,16-01911112,03/21/2016,Rear,,Open,REAR,Vacant,false,false,2315,E,92ND,ST,60617,1193309.83997804,1844419.75988906,7,4,48,41.728041789257134,-87.56745654086865,"(41.728041789257134, -87.56745654086865)"
Vacant/Abandoned Building,16-01906043,03/21/2016,Front,,Open,,Vacant,false,false,7426,S,CONSTANCE,AVE,60649,1189658.51257727,1856095.8426798,8,3,43,41.76017042655501,-87.58045759745738,"(41.76017042655501, -87.58045759745738)"
Vacant/Abandoned Building,16-01903006,03/21/2016,Front,,Open,,Vacant,true,false,6714,S,CARPENTER,ST,60621,1170470.07368199,1860293.32051327,16,7,68,41.772128147319876,-87.65066107053367,"(41.772128147319876, -87.65066107053367)"
Vacant/Abandoned Building,16-01903039,03/21/2016,Rear,,Boarded,NONE,Vacant,false,false,7237,S,CARPENTER,ST,60621,1170565.43157355,1856825.77000032,6,7,68,41.76261067934045,-87.65041244120972,"(41.76261067934045, -87.65041244120972)"
Vacant/Abandoned Building,16-01905471,03/21/2016,Rear,,Open,OPEN,Vacant,false,false,141,N,MAYFIELD,AVE,60644,1137138.45718693,1900436.99911328,29,15,25,41.88294985229665,-87.77188492775349,"(41.88294985229665, -87.77188492775349)"
Vacant/Abandoned Building,16-01909387,03/21/2016,Front,,Open,,Vacant,false,true,3206,S,LITUANICA,AVE,60608,1170828.85610117,1883660.59371308,11,9,60,41.83624260145589,-87.64866354615265,"(41.83624260145589, -87.64866354615265)"
Vacant/Abandoned Building,16-01902181,03/21/2016,Front,,Open,,Vacant,false,true,5707,S,SANGAMON,ST,60621,1170950.63788846,1866987.0629787,16,7,68,41.79048607823384,-87.64870410785214,"(41.79048607823384, -87.64870410785214)"
Vacant/Abandoned Building,16-01901435,03/21/2016,Rear,,Open,,Vacant,false,false,1540,W,GARFIELD,BLVD,60609,1166909.90007405,1868253.70588427,16,9,61,41.79404924223601,-87.66348427471742,"(41.79404924223601, -87.66348427471742)"
Vacant/Abandoned Building,16-01901769,03/21/2016,Rear,,Open,,Vacant,false,false,812,S,KARLOV,AVE,60624,1149178.27238568,1896051.28090437,24,11,26,41.870690285526415,-87.72778733877884,"(41.870690285526415, -87.72778733877884)"
Vacant/Abandoned Building,16-01911496,03/21/2016,Front,,Open,ALL,Vacant,false,false,11115,S,EGGLESTON,AVE,60628,1175270.29016909,1831198.46557575,34,22,49,41.692182129302154,-87.6339316432056,"(41.692182129302154, -87.6339316432056)"
Vacant/Abandoned Building,16-01903731,03/21/2016,Front,,Open,FRONT AND REAR,Vacant,false,true,3916,W,LEXINGTON,ST,60624,1150393.68988801,1896410.47422156,24,11,26,41.87165233815244,-87.72331571766946,"(41.87165233815244, -87.72331571766946)"
Vacant/Abandoned Building,16-01906154,03/21/2016,Front,,Open,FONT DOOR AND SIDE WINDOW,Vacant,false,true,11356,S,CARPENTER,ST,60643,1171358.23132929,1829397.19206712,34,22,75,41.68732541882889,-87.64830670223172,"(41.68732541882889, -87.64830670223172)"
Vacant/Abandoned Building,16-01914433,03/21/2016,Front,,Open,N,Vacant,false,false,155,W,126TH,PL,60628,1177685.94952653,1821138.67051049,9,5,53,41.66452235296529,-87.625390209074,"(41.66452235296529, -87.625390209074)"
Vacant/Abandoned Building,16-01906045,03/21/2016,Rear,,Open,,Vacant,true,true,6226,S,ELIZABETH,ST,60636,1169044.35422263,1863489.65099033,16,7,67,41.780930208281966,-87.65579501106606,"(41.780930208281966, -87.65579501106606)"
Vacant/Abandoned Building,16-01928008,03/22/2016,Front,,Open,,Vacant,false,true,4416,W,ROOSEVELT,RD,60624,1147127.83489135,1894337.53039709,24,11,29,41.866026991523526,-87.73535909719463,"(41.866026991523526, -87.73535909719463)"
Vacant/Abandoned Building,16-01925679,03/22/2016,Rear,,Boarded,NONE,Vacant,false,false,5760,S,LAFAYETTE,AVE,60621,1176964.74761243,1866701.97049397,20,2,40,41.78957021786038,-87.6266606168411,"(41.78957021786038, -87.6266606168411)"
Vacant/Abandoned Building,16-01929032,03/22/2016,Front,,Open,FRONT,Vacant,false,true,8452,S,EXCHANGE,AVE,60617,1197291.54421719,1849501.92217837,10,4,46,41.74188950822677,-87.55270226830821,"(41.74188950822677, -87.55270226830821)"
Vacant/Abandoned Building,16-01937738,03/22/2016,Front,,Open,FRONT DOOR,Vacant,false,true,9912,S,HOXIE,AVE,60617,1195103.33230572,1839748.75360596,7,4,51,41.71518014108542,-87.56104027180386,"(41.71518014108542, -87.56104027180386)"
Vacant/Abandoned Building,16-01947538,03/22/2016,Front,,Open,,Occupied,false,true,717,N,CHRISTIANA,AVE,60624,1153914.48263264,1904580.54681487,27,11,23,41.894002462461934,-87.71017160111809,"(41.894002462461934, -87.71017160111809)"
Vacant/Abandoned Building,16-01928625,03/22/2016,Front,,Open,,Vacant,true,false,8576,S,VINCENNES,AVE,60620,1173123.26008086,1848102.21980153,21,6,71,41.738616040258734,-87.64129479424984,"(41.738616040258734, -87.64129479424984)"
Vacant/Abandoned Building,16-01931315,03/22/2016,Front,,Open,FRONT,Vacant,true,true,3934,W,VAN BUREN,ST,60624,1150230.80339953,1897734.01541221,28,11,26,41.87528746030212,-87.72387924089742,"(41.87528746030212, -87.72387924089742)"
Vacant/Abandoned Building,16-01936778,03/22/2016,Front,,Boarded,,Vacant,false,false,7253,S,EMERALD,AVE,60621,1172599.09000799,1856776.48842778,6,7,68,41.762430897704434,-87.64296023456751,"(41.762430897704434, -87.64296023456751)"
Vacant/Abandoned Building,16-01937960,03/22/2016,Front,,Open,,Vacant,true,true,5638,S,BISHOP,ST,60636,1167626.62023259,1867352.26426981,16,7,67,41.79156022485444,-87.66088195394136,"(41.79156022485444, -87.66088195394136)"
Vacant/Abandoned Building,16-01939649,03/22/2016,Rear,,Open,,Vacant,false,true,24,E,118TH,ST,60628,1178508.11777913,1826733.58099439,9,5,53,41.67985707542863,-87.62221246727593,"(41.67985707542863, -87.62221246727593)"
Vacant/Abandoned Building,16-01928710,03/22/2016,Front,,Open,,Vacant,false,true,6125,S,PAULINA,ST,60636,1166062.49597017,1863973.25909087,15,7,67,41.782321243738835,-87.66671336573593,"(41.782321243738835, -87.66671336573593)"
Vacant/Abandoned Building,16-01928965,03/22/2016,Rear,,Open,SIDE,Vacant,false,true,8448,S,EXCHANGE,AVE,60617,1197291.75321497,1849529.46030458,10,4,46,41.74196506975843,-87.55270058727704,"(41.74196506975843, -87.55270058727704)"
Vacant/Abandoned Building,16-01928993,03/22/2016,Front,,Boarded,NONE,Vacant,false,false,8450,S,EXCHANGE,AVE,60617,1197293.75321497,1849859.16030458,10,4,46,41.742869742024645,-87.5526823008571,"(41.742869742024645, -87.5526823008571)"
Vacant/Abandoned Building,16-01958259,03/23/2016,Front,,Open,FRONT,Vacant,false,false,7155,S,PAULINA,ST,60636,1166249.41718585,1857251.07607462,17,7,67,41.763870716459465,-87.6662192324403,"(41.763870716459465, -87.6662192324403)"
Vacant/Abandoned Building,16-01958592,03/23/2016,Rear,,Boarded,BACK,Vacant,true,false,7214,S,WOOD,ST,60636,1165598.93272798,1856848.17569537,17,7,67,41.76277892176221,-87.66861482281381,"(41.76277892176221, -87.66861482281381)"
Vacant/Abandoned Building,16-01958830,03/23/2016,Front,,Open,FRONT,Vacant,false,true,7212,S,HONORE,ST,60636,1165266.9103848,1856854.97707528,17,7,67,41.7628046199017,-87.66983155041383,"(41.7628046199017, -87.66983155041383)"
Vacant/Abandoned Building,16-01957270,03/23/2016,,,,,,,,6558,S,JUSTINE,ST,60636,1167134.68601654,1861234.515302,16,7,67,41.774782907987664,-87.66286070139739,"(41.774782907987664, -87.66286070139739)"
Vacant/Abandoned Building,16-01958521,03/23/2016,Rear,,Boarded,,Vacant,true,false,2247,W,71ST,ST,60636,1162532.98610429,1857540.32192525,18,8,66,41.76474273489448,-87.67983279604422,"(41.76474273489448, -87.67983279604422)"
Vacant/Abandoned Building,16-01959152,03/23/2016,Front,,Open,FRONT,Vacant,false,false,6230,S,WOODLAWN,AVE,60637,1185286.92112604,1863936.92086561,20,3,42,41.78179092847762,-87.59623303652316,"(41.78179092847762, -87.59623303652316)"
Vacant/Abandoned Building,16-01959173,03/23/2016,Rear,,Open,THE SIDE DOOR IS UNSECURED TEENAGERS ARE GOING IN AN OUT OF THE HOUSE AND SELLING DRUGS.,Vacant,false,true,7229,S,FAIRFIELD,AVE,60629,1159291.49442014,1856590.24919606,18,8,66,41.76220255888301,-87.69173981015079,"(41.76220255888301, -87.69173981015079)"
Vacant/Abandoned Building,16-01968629,03/23/2016,Rear,,Open,,Vacant,false,false,3536,W,83RD,PL,60652,1154270.85950092,1848990.39388784,18,8,70,41.74144859049565,-87.71034297058956,"(41.74144859049565, -87.71034297058956)"
Vacant/Abandoned Building,16-01951254,03/23/2016,Front,,Open,,Vacant,false,true,3041,W,39TH,PL,60632,1156717.67068043,1878275.6048196,12,9,58,41.82176251468283,-87.70058831800986,"(41.82176251468283, -87.70058831800986)"
Vacant/Abandoned Building,16-01956387,03/23/2016,Front,,Open,,Vacant,false,false,1117,S,RICHMOND,ST,60612,1156859.26009908,1895119.22566942,28,11,29,41.86798047882336,-87.69961293064068,"(41.86798047882336, -87.69961293064068)"
Vacant/Abandoned Building,16-01953922,03/23/2016,Front,,Open,DOORS AND WINDOWS,Vacant,false,false,6000,S,MORGAN,ST,60621,1170670.21952037,1865034.65817449,16,7,68,41.78513457932895,-87.64978924410339,"(41.78513457932895, -87.64978924410339)"
Vacant/Abandoned Building,16-01957552,03/23/2016,Rear,,Open,,Vacant,false,false,5959,S,MORGAN,ST,60621,1170663.81952037,1865302.85817449,16,7,68,41.785870690722845,-87.64980489199479,"(41.785870690722845, -87.64980489199479)"
Vacant/Abandoned Building,16-01965837,03/23/2016,,,,,,,,4315,W,GLADYS,AVE,60624,1147679.82256636,1898005.50448699,28,11,26,41.876081781512475,-87.73323855216631,"(41.876081781512475, -87.73323855216631)"
Vacant/Abandoned Building,16-01959155,03/23/2016,Front,,Boarded,,Vacant,false,false,3923,W,ROOSEVELT,RD,60624,1150335.76988628,1894421.17270357,24,10,29,41.86619459442984,-87.72358024526599,"(41.86619459442984, -87.72358024526599)"
Vacant/Abandoned Building,16-01959417,03/23/2016,Front,,Boarded,,Vacant,false,false,1509,S,KENNETH,AVE,60623,1146966.13973026,1892275.80386892,24,10,29,41.86037244644147,-87.73600535959626,"(41.86037244644147, -87.73600535959626)"
Vacant/Abandoned Building,16-01951269,03/23/2016,Front,,Open,,Vacant,false,true,4839,S,WINCHESTER,AVE,60609,1164170.2769318,1872582.19762036,15,9,61,41.80598529033765,-87.67340849512271,"(41.80598529033765, -87.67340849512271)"
Vacant/Abandoned Building,16-01967834,03/23/2016,,,,,,,,5005,W,DRUMMOND,PL,60639,1142570.37059987,1917163.0811286,31,25,19,41.92874884232252,-87.75152184415764,"(41.92874884232252, -87.75152184415764)"
Vacant/Abandoned Building,16-01971040,03/23/2016,Rear,,Open,,Vacant,false,false,3400,W,43RD,ST,60632,1154396.89998957,1875933.03057788,14,8,58,41.815380765185594,-87.70916463794211,"(41.815380765185594, -87.70916463794211)"
Vacant/Abandoned Building,16-01954960,03/23/2016,Front,,Open,,Vacant,false,false,9625,S,VANDERPOEL,AVE,60643,1166382.53148579,1840903.34021206,19,22,72,41.719007312353625,-87.6661958484955,"(41.719007312353625, -87.6661958484955)"
Vacant/Abandoned Building,16-01957603,03/23/2016,,,,,,,,10452,S,TROY,ST,60655,1157176.23370909,1835148.63308061,19,22,74,41.703406187763306,-87.7000707878918,"(41.703406187763306, -87.7000707878918)"
Vacant/Abandoned Building,16-01987326,03/24/2016,Front,,Open,FRONT AND REAR,Vacant,false,true,7233,S,HERMITAGE,AVE,60636,1165933.11216638,1856728.83460375,17,7,67,41.762444340596325,-87.66739338350264,"(41.762444340596325, -87.66739338350264)"
Vacant/Abandoned Building,16-02001244,03/24/2016,Front,,Open,FRONT,Vacant,true,false,321,W,61ST,ST,60621,1175102.11339241,1864502.19270161,20,7,68,41.783575604908634,-87.63355593183297,"(41.783575604908634, -87.63355593183297)"
Vacant/Abandoned Building,16-01978824,03/24/2016,,,,,,,,2811,E,77TH,ST,60649,1196208.17868076,1854446.40482604,7,4,43,41.75548444452418,-87.55650804534287,"(41.75548444452418, -87.55650804534287)"
Vacant/Abandoned Building,16-01986696,03/24/2016,Front,,Open,,Vacant,false,false,1942,N,NEVA,AVE,60707,1128282.81747733,1912117.88640604,29,25,25,41.915158215127406,-87.80413930904352,"(41.915158215127406, -87.80413930904352)"
Vacant/Abandoned Building,16-01987352,03/24/2016,Front,,Open,"FRONT/REAR DOORS, SIDE WINDOWS",Vacant,false,false,62,W,73RD,ST,60621,1177015.39519434,1856597.8298994,6,7,69,41.761842235424616,-87.62677929948947,"(41.761842235424616, -87.62677929948947)"
Vacant/Abandoned Building,16-01993770,03/24/2016,Front,,Open,ALL AROUND,Vacant,false,true,6012,S,MAY,ST,60621,1169680.42490049,1864926.76850407,16,7,68,41.78486005277352,-87.65342138948643,"(41.78486005277352, -87.65342138948643)"
Vacant/Abandoned Building,16-01987982,03/24/2016,Front,,Open,,Vacant,false,true,220,N,WALLER,AVE,60644,1138115.43141668,1901002.39099191,29,15,25,41.88448376597189,-87.76828370778928,"(41.88448376597189, -87.76828370778928)"
Vacant/Abandoned Building,16-01997705,03/24/2016,Front,,Open,1ST FLOOR FRONT DOOR,Vacant,false,false,1648,N,MCVICKER,AVE,60639,1135826.56847506,1910332.348579,29,25,25,41.910127409952985,-87.7764664775285,"(41.910127409952985, -87.7764664775285)"
Vacant/Abandoned Building,16-01991544,03/24/2016,,,,,,,,3718,W,LEXINGTON,ST,60624,1151749.64088517,1896447.4702875,24,11,27,41.87172730861331,-87.71833647421062,"(41.87172730861331, -87.71833647421062)"
Vacant/Abandoned Building,16-01992939,03/24/2016,,,,,,,,321,N,SACRAMENTO,BLVD,60612,1156327.65603343,1902073.12157888,27,12,27,41.887073416025025,-87.70137658219605,"(41.887073416025025, -87.70137658219605)"
Vacant/Abandoned Building,16-01978096,03/24/2016,,,,,,,,119,E,118TH,PL,60628,1179108.78138312,1826417.31019258,9,5,53,41.678975555708575,-87.62002336572716,"(41.678975555708575, -87.62002336572716)"
Vacant/Abandoned Building,16-02014048,03/25/2016,Front,,Boarded,,Vacant,false,false,9218,S,LOWE,AVE,60620,1173590.42611433,1843748.22321716,21,22,73,41.7266577644375,-87.63971175625574,"(41.7266577644375, -87.63971175625574)"
Vacant/Abandoned Building,16-02013933,03/25/2016,Front,,Open,FRONT-REAR,Vacant,false,true,8537,S,PAULINA,ST,60620,1166497.95771489,1848087.91339841,21,6,71,41.73872041528231,-87.66556893394292,"(41.73872041528231, -87.66556893394292)"
Vacant/Abandoned Building,16-02017708,03/25/2016,Front,,Open,,Vacant,false,true,7035,S,CALUMET,AVE,60637,1179699.10739159,1858320.52989429,6,3,69,41.76650859704207,-87.61689068299194,"(41.76650859704207, -87.61689068299194)"
Vacant/Abandoned Building,16-02007690,03/25/2016,Front,,Boarded,,Vacant,false,false,4400,W,WEST END,AVE,60624,1147029.4111114,1900611.80897495,28,11,26,41.88324623826424,-87.73556000713904,"(41.88324623826424, -87.73556000713904)"
Vacant/Abandoned Building,16-02007816,03/25/2016,Front,,Open,,Vacant,false,false,2119,W,51ST,ST,60609,1163024.5086301,1870827.4585299,16,9,61,41.80119413600204,-87.6776598570226,"(41.80119413600204, -87.6776598570226)"
Vacant/Abandoned Building,16-02009631,03/25/2016,,,,,,,,935,N,ASHLAND,AVE,60622,1165554.37377944,1906439.61012784,1,12,24,41.89886392492929,-87.66736907257402,"(41.89886392492929, -87.66736907257402)"
Vacant/Abandoned Building,16-02009759,03/25/2016,Front,,Open,,Vacant,false,true,2511,W,CORTLAND,ST,60647,1159325.56971298,1912540.98510837,1,14,22,41.915736984375236,-87.69007914219905,"(41.915736984375236, -87.69007914219905)"
Vacant/Abandoned Building,16-02016637,03/25/2016,Front,,Open,IN BASEMENT,Vacant,true,true,4325,W,21ST,PL,60623,1147883.75561229,1889404.62888082,24,10,29,41.85247601211772,-87.7327107112872,"(41.85247601211772, -87.7327107112872)"
Vacant/Abandoned Building,16-02033560,03/26/2016,Front,,Open,"ALL THE DOOR ARE KICKED IN, AND THE WINDOWS ARE GONE",Vacant,false,true,1821,S,SAWYER,AVE,60623,1154981.07520038,1891073.92422102,24,10,29,41.856917568412754,-87.70661654005178,"(41.856917568412754, -87.70661654005178)"
Vacant/Abandoned Building,16-02033562,03/26/2016,Front,,Open,"SIDE DOOR, AND FRONT WINDOWS",Vacant,false,true,1821,S,SAWYER,AVE,60623,1154981.07520038,1891073.92422102,24,10,29,41.856917568412754,-87.70661654005178,"(41.856917568412754, -87.70661654005178)"
Vacant/Abandoned Building,16-02033567,03/26/2016,Rear,,Open,BACK DOORS AND WINDOWS ARE OPEN,Vacant,false,true,1821,S,SAWYER,AVE,60623,1154981.07520038,1891073.92422102,24,10,29,41.856917568412754,-87.70661654005178,"(41.856917568412754, -87.70661654005178)"
Vacant/Abandoned Building,16-02026980,03/26/2016,Front,,Boarded,,Vacant,false,false,1316,E,52ND,ST,60615,1185786.39998419,1870923.02997979,4,2,41,41.80094960425659,-87.59418163913854,"(41.80094960425659, -87.59418163913854)"
